Unnamed: 0,headline,url,publisher,date,stock,Sentiment_DecisionTreeClassifier,Sentiment_finbert,Sentiment_LogisticRegression,Sentiment_KNeighborsClassifier,Sentiment_MultinomialNB,Sentiment_SGDClassifier,Sentiment_GradientBoostingClassifier,Sentiment_XGBClassifier,Sentiment_RandomForestClassifier,Sentiment_VADER
706892,coronavirus vaccine developed in short time unlikely to be safe international vaccine institute says,https://www.benzinga.com/news/20/04/15772538/coronavirus-vaccine-developed-in-short-time-unlikely-to-be-safe-international-vaccine-institute-says,Neer Varshney,2020-04-09 00:00:00,JNJ,0,0,1,0,1,1,0,0,0,0.7202
706893,svb leerink maintains outperform on johnson johnson lowers price target to ,https://www.benzinga.com/news/20/04/15767862/svb-leerink-maintains-outperform-on-johnson-johnson-lowers-price-target-to-160,Vick Meyer,2020-04-08 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.436
706894,materials stocks see more interest amid hopes for federal infrastructure spending,https://www.benzinga.com/news/earnings/20/04/15767034/materials-stocks-see-more-interest-amid-hopes-for-federal-infrastructure-spending,JJ Kinahan,2020-04-08 00:00:00,JNJ,1,0,0,0,0,0,1,1,0,0.8736999999999999
706895,inovio pharmaceuticals begins phase human testing of its covid vaccine,https://www.benzinga.com/general/biotech/20/04/15753240/inovio-pharmaceuticals-begins-phase-1-human-testing-of-its-covid-19-vaccine,Shivdeep Dhaliwal,2020-04-07 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
706896,shares of several healthcare companies are trading higher as markets gain amid optimism that coronavirus cases in several us hotspots may be peaking a sooner peak could mean a sooner return to economic activity,https://www.benzinga.com/wiim/20/04/15748126/shares-of-several-healthcare-companies-are-trading-higher-as-markets-gain-amid-optimism-that-coronav,Benzinga Newsdesk,2020-04-06 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.9220999999999999
706897,cramer gives his opinion alteryx johnson johnson and more,https://www.benzinga.com/media/20/04/15746419/cramer-gives-his-opinion-alteryx-johnson-johnson-and-more,Craig Jones,2020-04-06 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
706898,barrons picks and pans postpandemic ideas safe dividends and more,https://www.benzinga.com/short-sellers/20/04/15745752/barrons-picks-and-pans-post-pandemic-ideas-safe-dividends-and-more,Nelson Hem,2020-04-04 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.7202
706899,the daily biotech pulse fate therapeutics inks cell therapy deal with jj zentalis ipo,https://www.benzinga.com/general/biotech/20/04/15736761/the-daily-biotech-pulse-fate-therapeutics-inks-cell-therapy-deal-with-j-j-zentalis-ipo,Shanthi Rexaline,2020-04-03 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.625
706900,global coronavirus cases surge past m medical equipment remains in shortage,https://www.benzinga.com/government/20/04/15735955/global-coronavirus-cases-surge-past-1m-medical-equipment-remains-in-shortage,Neer Varshney,2020-04-03 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.375
706901,moderna coronavirus vaccine phase trials could start in spring chairman says,https://www.benzinga.com/general/biotech/20/04/15734783/moderna-coronavirus-vaccine-phase-2-trials-could-start-in-spring-chairman-says,Neer Varshney,2020-04-03 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.5
706902,fate therapeutics announces worldwide collaboration with janssen for novel ipscderived cellbased cancer immunotherapies co to receive m upfront and m equity investment and eligible to receive up to b,https://www.benzinga.com/general/biotech/20/04/15732746/fate-therapeutics-announces-worldwide-collaboration-with-janssen-for-novel-ipsc-derived-cell-base,Benzinga Newsdesk,2020-04-02 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.26165
706903,wells fargo maintains overweight on johnson johnson lowers price target to ,https://www.benzinga.com/news/20/04/15727447/wells-fargo-maintains-overweight-on-johnson-johnson-lowers-price-target-to-150,Benzinga_Newsdesk,2020-04-02 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.375
706904,credit suisse compiles list of corporations with most and least cash,https://www.benzinga.com/analyst-ratings/analyst-color/20/04/15725759/credit-suisse-compiles-list-of-corporations-with-most-and-least-cash,Benzinga Newsdesk,2020-04-02 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.6909
706905,stifel maintains hold on johnson johnson lowers price target to ,https://www.benzinga.com/news/20/04/15717727/stifel-maintains-hold-on-johnson-johnson-lowers-price-target-to-140,Benzinga_Newsdesk,2020-04-01 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.436
706906,shares of several healthcare companies are trading lower amid market weakness as growing coronavirus concerns in the us weigh on equities,https://www.benzinga.com/wiim/20/04/15717065/shares-of-several-healthcare-companies-are-trading-lower-amid-market-weakness-as-growing-coronavirus,Benzinga Newsdesk,2020-04-01 00:00:00,JNJ,0,1,0,1,0,0,0,0,0,0.3634
706907,the prize no one wanted dow on pace for steepest q loss ever as quarter finally ends,https://www.benzinga.com/news/earnings/20/03/15706610/the-prize-no-one-wanted-dow-on-pace-for-steepest-q1-loss-ever-as-quarter-finally-ends,JJ Kinahan,2020-03-31 00:00:00,JNJ,1,1,0,1,0,0,1,1,1,0.4742
706908,johnson johnson shares are trading higher on continued strength after the company announced a coronavirus vaccine candidate the company anticipates the first batches of the vaccine could be available for emergency use as early as ,https://www.benzinga.com/wiim/20/03/15706014/johnson-johnson-shares-are-trading-higher-on-continued-strength-after-the-company-announced-a-corona,Benzinga Newsdesk,2020-03-31 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.71075
706909,afternoon market stats in minutes,https://www.benzinga.com/news/20/03/15696258/afternoon-market-stats-in-5-minutes,Benzinga Insights,2020-03-30 00:00:00,JNJ,1,2,1,1,0,0,1,1,1,0.5
706910,update on bz note for jj abbott headline jj earlier suggested promise for potential coronavirus vaccine candidate sees phase human trials starting sept with results from phase trials by end of ,https://www.benzinga.com/news/20/03/15696623/update-on-bz-note-for-j-j-abbott-headline-j-j-earlier-suggested-promise-for-potential-coronavirus-va,Benzinga Newsdesk,2020-03-30 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.8453999999999999
706911,jj abbott shares unaffected amid circulation of headline from ft suggesting cos announce a potential coronavirus vaccine rapid test bz note reminder jj announced details about an isolated coronavirus candidate at am edt mon,https://www.benzinga.com/news/20/03/15696616/j-j-abbott-shares-unaffected-amid-circulation-of-headline-from-ft-suggesting-co-s-announce-a-potenti,Benzinga Newsdesk,2020-03-30 00:00:00,JNJ,1,1,0,1,0,0,1,1,1,0.7553000000000001
706912,covid vaccine updates jj identifies lead candidate imv eyes clinical testing in summer altimmune partners with university of alabama,https://www.benzinga.com/general/biotech/20/03/15694503/covid-19-vaccine-updates-j-j-identifies-lead-candidate-imv-eyes-clinical-testing-in-summer-altimm,Shanthi Rexaline,2020-03-30 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.625
706913,johnson johnson gets boost after announcing september trials of vaccine planned,https://www.benzinga.com/news/20/03/15694812/johnson-johnson-gets-boost-after-announcing-september-trials-of-vaccine-planned,JJ Kinahan,2020-03-30 00:00:00,JNJ,1,0,0,1,0,0,1,1,1,0.70095
706914,johnson johnson shares are trading higher after the company announces a coronavirus vaccine candidate the company anticipates the first batches of the vaccine could be available for emergency use as early as ,https://www.benzinga.com/wiim/20/03/15694148/johnson-johnson-shares-are-trading-higher-after-the-company-announces-a-coronavirus-vaccine-candidat,Benzinga Newsdesk,2020-03-30 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.44865
706915,benzinga pros stock to watch for mon mar johnson johnson jnj,https://www.benzinga.com/pre-market-outlook/20/03/15693692/benzinga-pros-stock-to-watch-for-mon-mar-30-2020-johnson-johnson-jnj,Benzinga Newsdesk,2020-03-30 00:00:00,JNJ,1,2,1,1,0,1,1,1,1,0.5
706916,update johnson johnson anticipates first batches of a vaccine could be available for emergency use authorization in early ,https://www.benzinga.com/general/biotech/20/03/15692861/update-johnson-johnson-anticipates-first-batches-of-a-vaccine-could-be-available-for-emergency-us,Benzinga Newsdesk,2020-03-30 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.30910000000000004
706917,johnson johnson announces coronavirus vaccine candidate,https://www.benzinga.com/general/biotech/20/03/15692816/johnson-johnson-announces-coronavirus-vaccine-candidate,Benzinga Newsdesk,2020-03-30 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
706918,morgan stanley maintains overweight on johnson johnson lowers price target to ,https://www.benzinga.com/news/20/03/15683075/morgan-stanley-maintains-overweight-on-johnson-johnson-lowers-price-target-to-160,Vick Meyer,2020-03-27 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.2706
706919,shares of several healthcare companies are trading lower selling off from this weeks strength while the us stimulus legislation has boosted economic optimism demand concerns still exist amid the coronavirus outbreak,https://www.benzinga.com/wiim/20/03/15682782/shares-of-several-healthcare-companies-are-trading-lower-selling-off-from-this-weeks-strength-while,Benzinga Newsdesk,2020-03-27 00:00:00,JNJ,0,1,0,0,0,0,0,0,0,0.91355
706920,argus research reiterates buy on johnson johnson lowers price target to ,https://www.benzinga.com/news/20/03/15682496/argus-research-reiterates-buy-on-johnson-johnson-lowers-price-target-to-155,Benzinga_Newsdesk,2020-03-27 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.436
706921,citigroup maintains buy on johnson johnson lowers price target to ,https://www.benzinga.com/news/20/03/15682310/citigroup-maintains-buy-on-johnson-johnson-lowers-price-target-to-150,Vick Meyer,2020-03-27 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.436
706922,shares of several healthcare companies are trading higher following senate passage of a trillion economic stimulus package which has lifted stocks across sectors,https://www.benzinga.com/wiim/20/03/15674560/shares-of-several-healthcare-companies-are-trading-higher-following-senate-passage-of-a-2-trillion-e,Benzinga Newsdesk,2020-03-26 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.648
706923,eu antitrust regulators open indepth investigation into johnson johnsons buy of takedas surgical patch product tachosil say deal may reduce potential competition innovation for the supply of dual haemostatic set aug deadline for decision,https://www.benzinga.com/government/20/03/15663134/eu-antitrust-regulators-open-in-depth-investigation-into-johnson-johnsons-buy-of-takedas-surgical-pa,Benzinga Newsdesk,2020-03-25 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.6909
706924,shares of several healthcare companies are trading higher as equities gain amid hopes of a us stimulus agreement additionally the coronavirus outbreak has increased demand for certain medical supplies,https://www.benzinga.com/wiim/20/03/15653267/shares-of-several-healthcare-companies-are-trading-higher-as-equities-gain-amid-hopes-of-a-us-stimul,Benzinga Newsdesk,2020-03-24 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.96155
706925,the daily biotech pulse milestone pharma flunks latestage study cytomx strikes cancer drug collaboration barda grant for genmarks covid test,https://www.benzinga.com/general/biotech/20/03/15648204/the-daily-biotech-pulse-milestone-pharma-flunks-late-stage-study-cytomx-strikes-cancer-drug-colla,Shanthi Rexaline,2020-03-24 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.09899999999999998
706926,shares of several healthcare companies are trading lower amid market volatility sundays fiscal stimulus bill failed a procedural senate vote while the fed monday morning announced further stimulus measures to support liquidity,https://www.benzinga.com/wiim/20/03/15636398/shares-of-several-healthcare-companies-are-trading-lower-amid-market-volatility-sundays-fiscal-stimu,Benzinga Newsdesk,2020-03-23 00:00:00,JNJ,0,1,0,1,0,0,0,0,0,0.42345
706927,stocks that hit week lows on monday,https://www.benzinga.com/news/20/03/15635758/stocks-that-hit-52-week-lows-on-monday,Lisa Levin,2020-03-23 00:00:00,JNJ,1,1,0,0,0,0,1,1,1,0.39885
706928,covid where its from and where were going,https://www.benzinga.com/news/20/03/15620162/covid-19-where-its-from-and-where-were-going,Andrew Aziz,2020-03-20 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
706929,janssen announces health canada approval of cabenuva first longacting regimen for treatment of hiv studies showed cabenuva was as effective as continuing daily oral antiretroviral regimens in maintaining viral suppression during week study,https://www.benzinga.com/general/biotech/20/03/15616605/janssen-announces-health-canada-approval-of-cabenuva-first-long-acting-regimen-for-treatment-of-h,Benzinga Newsdesk,2020-03-20 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.86755
706930,the daily biotech pulse pfizers eczema drug aces latestage study orphan drug designation for dicerna dyadics covid connection,https://www.benzinga.com/general/biotech/20/03/15604319/the-daily-biotech-pulse-pfizers-eczema-drug-aces-latestage-study-orphan-drug-designation-for-dice,Shanthi Rexaline,2020-03-19 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
706931,jjs janssen submits ponesimod new drug application as treatment for adults with relapsing multiple sclerosis,https://www.benzinga.com/news/20/03/15584929/j-js-janssen-submits-ponesimod-new-drug-application-as-treatment-for-adults-with-relapsing-multiple,Benzinga Newsdesk,2020-03-18 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.5
706932,jj hopes to start human trials for coronavirus vaccine in november cnbc,https://www.benzinga.com/general/biotech/20/03/15572528/j-j-hopes-to-start-human-trials-for-coronavirus-vaccine-in-november-cnbc,Benzinga Newsdesk,2020-03-17 00:00:00,JNJ,1,2,1,1,1,0,1,1,1,0.79295
706933, biotechs with coronavirus vaccines in development,https://www.benzinga.com/general/biotech/20/03/15538017/8-biotechs-with-coronavirus-vaccines-in-development,Shanthi Rexaline,2020-03-16 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
706934,shares of several healthcare companies are trading lower in sympathy with the overall market on continued downward momentum caused by the coronavirus the virus has had a negative impact on the global economy,https://www.benzinga.com/wiim/20/03/15558425/shares-of-several-healthcare-companies-are-trading-lower-in-sympathy-with-the-overall-market-on-cont,Benzinga Newsdesk,2020-03-16 00:00:00,JNJ,0,1,0,1,0,0,0,0,0,0.352
706935,jj says sees no evidence darunavir has effect against coronavirus infection,https://www.benzinga.com/news/20/03/15558406/j-j-says-sees-no-evidence-darunavir-has-effect-against-coronavirus-infection,Benzinga Newsdesk,2020-03-16 00:00:00,JNJ,1,2,1,0,1,1,1,1,1,0.4742
706936,jj says experiencing increased consumerdriven demand for products particularly within our self care portfolio including tylenol says it is shipping stock of tylenol in a controlled manner,https://www.benzinga.com/news/20/03/15549165/j-j-says-experiencing-increased-consumer-driven-demand-for-products-particularly-within-our-self-car,Benzinga Newsdesk,2020-03-13 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.85015
706937,jj reports collaboration with beth israel deaconness medical center to accelerate coronavirus vaccine development,https://www.benzinga.com/news/20/03/15546910/j-j-reports-collaboration-with-beth-israel-deaconness-medical-center-to-accelerate-coronavirus-vacci,Benzinga Newsdesk,2020-03-13 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.625
706938,shares of several healthcare companies are trading higher as the market rebounds following thursdays selloff note since the coronavirus outbreak the healthcare sector has been extremely volatile,https://www.benzinga.com/wiim/20/03/15546640/shares-of-several-healthcare-companies-are-trading-higher-as-the-market-rebounds-following-thursdays,Benzinga Newsdesk,2020-03-13 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.648
706939,jj says does not expect pharma supply interruptions related to coronavirus,https://www.benzinga.com/news/20/03/15546331/j-j-says-does-not-expect-pharma-supply-interruptions-related-to-coronavirus,Benzinga Newsdesk,2020-03-13 00:00:00,JNJ,1,1,1,1,1,1,1,1,1,0.41105
706940,stocks that hit week lows on thursday,https://www.benzinga.com/news/20/03/15538835/stocks-that-hit-52-week-lows-on-thursday,Lisa Levin,2020-03-12 00:00:00,JNJ,1,1,0,1,0,0,1,1,1,0.39885
706941,shares of several healthcare companies are trading lower as equities sell off amid continued global coronavirus concerns the virus has caused global economic disruption and negatively impacted stocks across sectors,https://www.benzinga.com/wiim/20/03/15536124/shares-of-several-healthcare-companies-are-trading-lower-as-equities-sell-off-amid-continued-global,Benzinga Newsdesk,2020-03-12 00:00:00,JNJ,0,1,0,0,0,0,0,0,0,0.3194
706942,the daily biotech pulse ny state endorses mallinckrodts opioid settlement kamada to work on covid treatment,https://www.benzinga.com/general/biotech/20/03/15525229/the-daily-biotech-pulse-ny-state-endorses-mallinckrodts-opioid-settlement-kamada-to-work-on-covid,Shanthi Rexaline,2020-03-11 00:00:00,JNJ,1,2,0,1,1,0,1,1,1,0.67
706943,shares of several healthcare companies are trading lower movement appears market related amid selloff in equities the global coronavirus outbreak has caused volatility in global markets and impacted stocks across sectors,https://www.benzinga.com/wiim/20/03/15525133/shares-of-several-healthcare-companies-are-trading-lower-movement-appears-market-related-amid-sellof,luke@benzinga.com,2020-03-11 00:00:00,JNJ,0,1,0,1,0,0,0,0,0,0.5
706944,how close are biotechs to bringing a covid treatment to market,https://www.benzinga.com/analyst-ratings/analyst-color/20/03/15470079/how-close-are-biotechs-to-bringing-a-covid-19-treatment-to-market,Shanthi Rexaline,2020-03-10 00:00:00,JNJ,1,2,1,1,1,1,1,1,1,0.5
706945,jjs janssen announces fda breakthrough therapy designation granted for jnj for the treatment of nonsmall cell lung cancer,https://www.benzinga.com/news/20/03/15521020/anssen-announces-fda-breakthrough-therapy-designation-granted-for-jnj-6372-for-the-treatment-of-non,luke@benzinga.com,2020-03-10 00:00:00,JNJ,1,0,1,1,1,1,1,1,1,0.23665000000000003
